Provider ID,Provider Name,Start Date,State of License
647,"Cage, Elmo",8/1/21,New York
407,"Cage, Coralee",7/1/21,New York
117,"Cage, Florrie",5/1/21,Florida
920,"Cage, Genie",11/1/21,New York
194,"Cage, Eugene",11/1/21,Florida
118,"Cage, Lizabeth",10/1/21,Florida
430,"Cage, Bula",3/1/21,Florida
247,"Cage, Aide",6/1/21,Massachusetts
222,"Cage, Elmo",9/1/21,New York
429,"Cage, Kristofer",10/1/21,Florida
355,"Cage, Yolonda",10/1/21,New York
278,"Cage, Kami",11/1/21,Arizona
100,"Cage, Theressa",9/1/21,Florida
228,"Cage, Theressa",8/1/21,Florida
331,"Cage, Dorthy",7/1/21,Texas
460,"Cage, Mauricio",5/1/21,New York; New Jersey
766,"Cage, Dorthy",11/1/21,Florida
410,"Cannonball, Anthony",11/1/21,New York
154,"Cannonball, Laticia",10/1/21,New York
103,"Cannonball, Zoraida",10/1/21,Florida
129,"Cannonball, Kiersten",10/1/21,New York
359,"Cannonball, Moshe",10/1/21,Florida; New York
784,"Cannonball, Kristofer",10/1/21,Arizona; California; Pennsylvania
387,"Cannonball, Randa",10/1/21,Connecticut
310,"Cannonball, Lizabeth",1/1/21,New York
438,"Cannonball, Vina",6/1/21,New York
808,"Cannonball, Lizabeth",2/1/21,New York
260,"Cannonball, Carmel",10/1/21,New York
285,"Cannonball, Leonora",10/1/21,New York
811,"Cannonball, Gerard",11/1/21,New York
813,"Cannonball, Eugenie",9/1/21,New Jersey
158,"Cannonball, Yolonda",8/1/21,New York
414,"Cannonball, Delois",7/1/21,New York
313,"Cannonball, Nohemi",5/1/21,New York; Texas
159,"Cannonball, Ronny",11/1/21,New York
262,"Cannonball, Ronny",11/1/21,Florida
211,"Cannonball, Lizabeth",10/1/21,Florida
70@,"Cannonball, Corrie",2/1/21,Florida; Rhode Island
186,"Cannonball, Loraine",4/1/21,Florida
468,"Cannonball, Leonore",6/1/21,Florida
237,"Cannonball, Vertie",11/1/21,Florida; Ohio
263,"Cannonball, Moshe",11/1/21,Massachusetts
336,"Cannonball, Theressa",11/1/21,New York
469,"Cannonball, Florrie",11/1/21,New Jersey
238,"Cannonball, Ching",11/1/21,New Jersey
597,"Cannonball, Latarsha",11/1/21,New York
418,"Cannonball, Cherie",11/1/21,New York
867,"Cannonball, Wiley",11/1/21,Texas
138,"Cannonball, Melani",11/1/21,Florida
215,"Cannonball, Anthony",11/1/21,New Jersey;New York
266,"Cannonball, Carmel",10/1/21,Florida
266,"Cannonball, Berniece",10/1/21,Texas
361,"Cannonball, Torie",10/1/21,Florida
215,"Cannonball, Annelle",10/1/21,New York
369,"Cannonball, Torie",10/1/21,Texas
114,"Cannonball, Joella",10/1/21,Texas
372,"Cannonball, Felix",10/1/21,New York
633,"Cannonball, Crissy",10/1/21,Florida
166,"Cannonball, Joella",10/1/21,New York
295,"Cannonball, Gerard",10/1/21,New York
116,"Cannonball, Fidel",10/1/21,New York
450,"Cannonball, Theressa",3/1/21,Florida
220,"Cannonball, Felix",6/1/21,New York
245,"Cannonball, Loraine",9/1/21,Florida
169,"Cannonball, Kandra",10/1/21,Florida
323,"Cannonball, Nohemi",10/1/21,Florida
349,"Cannonball, Genie",11/1/21,Massachusetts
400,"Cannonball, Kami",9/1/21,New York
452,"Cannonball, Crissy",8/1/21,Florida
452,"Cannonball, Cherie",7/1/21,New York
248,"Cannonball, Dawn",5/1/21,Arizona
326,"Cannonball, Torie",11/1/21,Florida
193,"Cannonball, Salena",11/1/21,Florida
705,"Cannonball, Delois",10/1/21,Texas
277,"Cannonball, Jospeh",3/1/21,New York; New Jersey
469,"Cannonball, Bula",6/1/21,Florida
252,"Cannonball, Alona",9/1/21,New York
221,"Cannonball, Elene",10/1/21,New York
990,"Cannonball, Florrie",10/1/21,Florida
355,"Cannonball, Ludivina",11/1/21,New York
279,"Cannonball, Anthony",9/1/21,Florida; New York
125,"Cannonball, Marybelle",8/1/21,Arizona; California; Pennsylvania
754,"Cannonball, Fernande",7/1/21,Connecticut
756,"Cannonball, Damaris",5/1/21,New York
127,"Cannonball, Carmon",11/1/21,New York
255,"Cannonball, Emiko",11/1/21,New York
357,"Cannonball, Leonore",10/1/21,New York
306,"Cannonball, Kandra",3/1/21,New York
307,"CaptainAmerica, Ludivina",6/1/21,New York
409,"CaptainAmerica, Dorthy",9/1/21,New Jersey
513,"CaptainAmerica, Berniece",10/1/21,New York
281,"CaptainAmerica, Gerard",10/1/21,New York
384,"CaptainAmerica, Melani",11/1/21,New York; Texas
103,"CaptainAmerica, Jazmin",9/1/21,New York
257,"CaptainAmerica, Taren",8/1/21,Florida
334,"CaptainAmerica, Lizabeth",7/1/21,Florida
309,"CaptainAmerica, Lela",5/1/21,Florida; Rhode Island
361,"CaptainAmerica, Salena",11/1/21,Florida
284,"CaptainAmerica, Lela",11/1/21,Florida
157,"CaptainAmerica, Ronny",10/1/21,Florida; Ohio
413,"CaptainAmerica, Dorthy",10/1/21,Massachusetts
209,"CaptainAmerica, Ludivina",10/1/21,New York
302,"CaptainAmerica, Zoraida",10/1/21,New Jersey
312,"CaptainAmerica, Latarsha",10/1/21,New Jersey
440,"CaptainAmerica, Debra",10/1/21,New York
311,"CaptainAmerica, Taren",1/1/21,New York
107,"CaptainAmerica, Millicent",6/1/21,Texas
363,"CaptainAmerica, Hyo",2/1/21,Florida
108,"CaptainAmerica, Cherie",10/1/21,New Jersey;New York
185,"CaptainAmerica, Bula",10/1/21,Florida
364,"CaptainAmerica, Ian",11/1/21,Texas
262,"CaptainAmerica, Denisha",9/1/21,Florida
578,"CaptainAmerica, Mauricio",8/1/21,New York
416,"CaptainAmerica, Bula",7/1/21,Texas
442,"CaptainAmerica, Kristofer",5/1/21,Texas
467,"CaptainAmerica, Kasey",11/1/21,New York
339,"CaptainAmerica, Gerard",11/1/21,Florida
238,"CaptainAmerica, Torie",10/1/21,New York
314,"CaptainAmerica, Genie",2/1/21,New York
110,"CaptainAmerica, Theressa",4/1/21,New York
212,"CaptainAmerica, Torie",6/1/21,Florida
266,"CaptainAmerica, Theressa",11/1/21,New York
445,"CaptainAmerica, Moshe",11/1/21,Florida
138,"CaptainAmerica, Annelle",11/1/21,Florida
366,"CaptainAmerica, Laticia",11/1/21,Florida
892,"CaptainAmerica, Kami",11/1/21,Massachusetts
218,"CaptainAmerica, Lenore",11/1/21,New York
269,"CaptainAmerica, Lizabeth",11/1/21,Florida
137,"CaptainAmerica, Torie",11/1/21,New York
218,"CaptainAmerica, Ching",11/1/21,Arizona
474,"CaptainAmerica, Bula",11/1/21,Florida
194,"CaptainAmerica, Debra",10/1/21,Florida
373,"CaptainAmerica, Cherie",10/1/21,Texas
398,"CaptainAmerica, Cora",10/1/21,New York; New Jersey
399,"CaptainAmerica, Chester",10/1/21,Florida
919,"CaptainAmerica, Eugene",10/1/21,New York
373,"CaptainAmerica, Nohemi",10/1/21,New York
476,"CaptainAmerica, Torie",10/1/21,Florida
143,"CaptainAmerica, Jaimee",10/1/21,New York
271,"CaptainAmerica, Jospeh",10/1/21,Florida; New York
476,"CaptainAmerica, Margaretta",10/1/21,Arizona; California; Pennsylvania
451,"CaptainAmerica, Vina",10/1/21,Connecticut
477,"CaptainAmerica, Eugene",3/1/21,New York
172,"CaptainAmerica, Daniell",6/1/21,New York
453,"CaptainAmerica, Jaimee",9/1/21,New York
146,"CaptainAmerica, Margaretta",10/1/21,New York
223,"CaptainAmerica, Fernande",10/1/21,New York
190,"CaptainAmerica, Elmo",11/1/21,New York
377,"CaptainAmerica, Taren",9/1/21,New Jersey
378,"CaptainAmerica, Gerard",8/1/21,New York
327,"CaptainAmerica, Dorthy",7/1/21,New York
302,"CaptainAmerica, Dorthy",5/1/21,New York; Texas
977,"CaptainAmerica, Ronny",11/1/21,New York
174,"CaptainAmerica, Daniell",11/1/21,Florida
456,"CaptainAmerica, Eugenie",10/1/21,Florida
124,"CaptainAmerica, Melani",3/1/21,Florida; Rhode Island
253,"CaptainAmerica, Berniece",6/1/21,Florida
330,"CaptainAmerica, Cherie",9/1/21,Florida
151,"CaptainAmerica, Bula",10/1/21,Florida; Ohio
331,"CaptainAmerica, Nohemi",10/1/21,Massachusetts
242,"CaptainAmerica, Marybelle",11/1/21,New York
433,"CaptainAmerica, Christi",9/1/21,New Jersey
408,"CaptainAmerica, Ching",8/1/21,New Jersey
3@h,"Catwoman, Chester",7/1/21,New York
128,"Catwoman, Ronny",5/1/21,New York
205,"Catwoman, Dawn",11/1/21,Texas
12@,"Catwoman, Ronny",11/1/21,Florida
180,"Catwoman, Xiomara",10/1/21,New Jersey;New York
180,"Catwoman, Lenore",3/1/21,Florida
360,"Catwoman, Lela",6/1/21,Texas
531,"Catwoman, Eugene",9/1/21,Florida
206,"Catwoman, Marybelle",10/1/21,New York
360,"Catwoman, Kasey",10/1/21,Texas
361,"Catwoman, Jaimee",11/1/21,Texas
542,"Catwoman, Yolonda",9/1/21,New York
464,"Catwoman, Mauricio",8/1/21,Florida
157,"Catwoman, Vina",7/1/21,New York
208,"Catwoman, Eugene",5/1/21,New York
157,"Catwoman, Carmel",11/1/21,New York
261,"Catwoman, Lenore",11/1/21,Florida
67@,"Catwoman, Ching",10/1/21,New York
109,"Catwoman, Debra",10/1/21,Florida
340,"Catwoman, Christi",10/1/21,Florida
417,"Catwoman, Fidel",10/1/21,Florida
110,"Catwoman, Debra",10/1/21,Massachusetts
238,"Catwoman, Loraine",10/1/21,New York
392,"Catwoman, Ronny",1/1/21,Florida
858,"Catwoman, Leonora",6/1/21,New York
137,"Catwoman, Marge",2/1/21,Arizona
214,"Catwoman, Patrick",10/1/21,Florida
316,"Catwoman, Theressa",10/1/21,Florida
419,"Catwoman, Ludivina",11/1/21,Texas
353,"Catwoman, Coralee",9/1/21,New York; New Jersey
342,"Catwoman, Denisha",8/1/21,Florida
471,"Catwoman, Carmon",7/1/21,New York
138,"Catwoman, Cherie",5/1/21,New York
446,"Catwoman, Lien",11/1/21,Florida
472,"Catwoman, Florrie",11/1/21,New York
267,"Catwoman, Christi",10/1/21,Florida; New York
191,"Catwoman, Coralee",2/1/21,Arizona; California; Pennsylvania
379,"Catwoman, Elmo",4/1/21,Connecticut
422,"Catwoman, Loraine",6/1/21,New York
142,"Catwoman, Ronny",11/1/21,New York
450,"Catwoman, Florrie",11/1/21,New York
424,"Catwoman, Kasey",11/1/21,New York
143,"Catwoman, Ronny",11/1/21,New York
245,"Catwoman, Joella",11/1/21,New York
451,"Catwoman, Taren",11/1/21,New Jersey
220,"Catwoman, Cherie",11/1/21,New York
298,"Catwoman, Helene",11/1/21,New York
677,"Catwoman, Jaimee",11/1/21,New York; Texas
298,"Catwoman, Lenore",11/1/21,New York
435,"Catwoman, Genie",10/1/21,Florida
441,"Catwoman, Ching",10/1/21,Florida
479,"Catwoman, Millicent",10/1/21,Florida; Rhode Island
351,"Catwoman, Preston",10/1/21,Florida
402,"Catwoman, Joella",10/1/21,Florida
958,"Catwoman, Cora",10/1/21,Florida; Ohio
147,"Catwoman, Theressa",10/1/21,Massachusetts
403,"Catwoman, Vertie",10/1/21,New York
713,"Catwoman, Israel",10/1/21,New Jersey
455,"Catwoman, Alesia",10/1/21,New Jersey
250,"Catwoman, Ching",10/1/21,New York
276,"Catwoman, Kandra",3/1/21,New York
277,"Catwoman, Ian",6/1/21,Texas
254,"Catwoman, Lela",9/1/21,Florida
383,"Catwoman, Emiko",10/1/21,New Jersey;New York
255,"Catwoman, Jaimee",10/1/21,Florida
103,"Colossus, Xiomara",11/1/21,Texas
359,"Colossus, Kasey",9/1/21,Florida
10@,"Colossus, Lela",8/1/21,New York
155,"Colossus, Chester",7/1/21,Texas
283,"Colossus, Felicita",5/1/21,Texas
130,"Colossus, Ching",11/1/21,New York
105,"Colossus, Milan",11/1/21,Florida
233,"Colossus, Kami",10/1/21,New York
234,"Colossus, Coralee",3/1/21,New York
208,"Colossus, Yaeko",6/1/21,New York
157,"Colossus, Milan",9/1/21,Florida
209,"Colossus, Marvis",10/1/21,New York
235,"Colossus, Theressa",10/1/21,Florida
363,"Colossus, Hyo",11/1/21,Florida
819,"Colossus, Latarsha",9/1/21,Florida
53@,"Colossus, Christi",8/1/21,Massachusetts
287,"Colossus, Debra",7/1/21,New York
466,"Colossus, Florrie",5/1/21,Florida
210,"Colossus, Cherie",11/1/21,New York
262,"Colossus, Leonore",11/1/21,Arizona
467,"Colossus, Maragret",10/1/21,Florida
834,"Colossus, Cherie",3/1/21,Florida
314,"Colossus, Leonore",6/1/21,Texas
849,"Colossus, Fidel",9/1/21,New York; New Jersey
187,"Colossus, Loraine",10/1/21,Florida
315,"Colossus, Alona",10/1/21,New York
89@,"Colossus, Bula",11/1/21,New York
265,"Colossus, Ronny",9/1/21,Florida
419,"Colossus, Eugene",8/1/21,New York
865,"Colossus, Taren",7/1/21,Florida; New York
364,"Colossus, Theressa",5/1/21,Arizona; California; Pennsylvania
267,"Colossus, Mauricio",11/1/21,Connecticut
139,"Colossus, Theressa",11/1/21,New York
446,"Colossus, Torie",10/1/21,New York
116,"Colossus, Eugene",10/1/21,New York
472,"Colossus, Emiko",10/1/21,New York
114,"Colossus, Eugenie",10/1/21,New York
396,"Colossus, Marybelle",10/1/21,New York
371,"Colossus, Vina",10/1/21,New Jersey
269,"Colossus, Crissy",1/1/21,New York
423,"Colossus, Leonore",6/1/21,New York
398,"Colossus, Kandra",2/1/21,New York; Texas
449,"Colossus, Latarsha",10/1/21,New York
475,"Colossus, Olene",10/1/21,Florida
296,"Colossus, Alona",11/1/21,Florida
450,"Colossus, Lisha",9/1/21,Florida; Rhode Island
143,"Colossus, Theressa",8/1/21,Florida
296,"Colossus, Yolonda",7/1/21,Florida
374,"Colossus, Abram",5/1/21,Florida; Ohio
220,"Colossus, Vertie",11/1/21,Massachusetts
158,"Colossus, Lisha",11/1/21,New York
271,"Colossus, Lela",10/1/21,New Jersey
165,"Colossus, Kiersten",2/1/21,New Jersey
683,"Colossus, Jazmin",4/1/21,New York
324,"Colossus, Millicent",6/1/21,New York
248,"Colossus, Israel",11/1/21,Texas
121,"Colossus, Lizabeth",11/1/21,Florida
146,"Colossus, Olene",11/1/21,New Jersey;New York
479,"Colossus, Daniell",11/1/21,Florida
455,"Colossus, Fernande",11/1/21,Texas
724,"Colossus, Eugene",11/1/21,Florida
149,"Colossus, Vina",11/1/21,New York
457,"Colossus, Gerard",11/1/21,Texas
100,"Colossus, Dorthy",11/1/21,Texas
407,"Colossus, Annelle",11/1/21,New York
279,"Colossus, Theressa",10/1/21,Florida
495,"Colossus, Debra",10/1/21,New York
496,"Colossus, Eugene",10/1/21,New York
152,"Colossus, Latisha",10/1/21,New York
229,"Colossus, Cherie",10/1/21,Florida
434,"Colossus, Jaimee",10/1/21,New York
230,"Daredevil, Ching",10/1/21,Florida
154,"Daredevil, Helene",10/1/21,Florida
180,"Daredevil, Ronny",10/1/21,Florida
781,"Daredevil, Fidel",10/1/21,Massachusetts
257,"Daredevil, Jazmin",10/1/21,New York
104,"Daredevil, Genie",3/1/21,Florida
258,"Daredevil, Lizabeth",6/1/21,New York
285,"Daredevil, Ludivina",9/1/21,Arizona
106,"Daredevil, Melani",10/1/21,Florida
157,"Daredevil, Delois",10/1/21,Florida
362,"Daredevil, Melani",11/1/21,Texas
158,"Daredevil, Denisha",9/1/21,New York; New Jersey
440,"Daredevil, Ian",8/1/21,Florida
307,"Daredevil, Helene",7/1/21,New York
133,"Daredevil, Jerrold",5/1/21,New York
287,"Daredevil, Loraine",11/1/21,Florida
440,"Daredevil, Anthony",11/1/21,New York
55@,"Daredevil, Lisha",10/1/21,Florida; New York
184,"Daredevil, Preston",3/1/21,Arizona; California; Pennsylvania
826,"Daredevil, Denisha",6/1/21,Connecticut
288,"Daredevil, Eugene",9/1/21,New York
467,"Daredevil, Lien",10/1/21,New York
109,"Daredevil, Margaretta",10/1/21,New York
417,"Daredevil, Fernande",11/1/21,New York
135,"Daredevil, Leonore",9/1/21,New York
238,"Daredevil, Kami",8/1/21,New York
264,"Daredevil, Anthony",7/1/21,New Jersey
443,"Daredevil, Kimber",5/1/21,New York
213,"Daredevil, Annelle",11/1/21,New York
214,"Daredevil, Denisha",11/1/21,New York; Texas
239,"Daredevil, Theressa",10/1/21,New York
358,"Daredevil, Florrie",3/1/21,Florida
614,"Daredevil, Hyo",6/1/21,Florida
317,"Daredevil, Moshe",9/1/21,Florida; Rhode Island
888,"Daredevil, Lela",10/1/21,Florida
114,"Daredevil, Alesia",10/1/21,Florida
114,"Daredevil, Vina",11/1/21,Florida; Ohio
421,"Daredevil, Dorthy",9/1/21,Massachusetts
422,"Daredevil, Christi",8/1/21,New York
448,"Daredevil, Joella",7/1/21,New Jersey
448,"Daredevil, Zoraida",5/1/21,New Jersey
167,"Daredevil, Theressa",11/1/21,New York
321,"Daredevil, Annelle",11/1/21,New York
117,"Daredevil, Ronny",10/1/21,Texas
117,"Daredevil, Genie",10/1/21,Florida
399,"Daredevil, Wiley",10/1/21,New Jersey;New York
143,"Daredevil, Dawn",10/1/21,Florida
298,"Daredevil, Clayton",10/1/21,Texas
145,"Daredevil, Hyo",10/1/21,Florida
273,"Daredevil, Kiersten",1/1/21,New York
942,"Daredevil, Theressa",6/1/21,Texas
145,"Daredevil, Eugene",2/1/21,Texas
350,"Daredevil, Denisha",10/1/21,New York
376,"Daredevil, Fidel",10/1/21,Florida
453,"Daredevil, Helene",11/1/21,New York
428,"Daredevil, Kasey",9/1/21,New York
959,"Daredevil, Felix",8/1/21,New York
351,"Daredevil, Ludivina",7/1/21,Florida
172,"Daredevil, Elmo",5/1/21,New York
249,"Daredevil, Carmel",11/1/21,Florida
352,"Daredevil, Kasey",11/1/21,Florida
455,"Daredevil, Emiko",10/1/21,Florida
224,"Daredevil, Hyo",2/1/21,Massachusetts
327,"Daredevil, Leonore",4/1/21,New York
973,"Daredevil, Melani",6/1/21,Florida
464,"Daredevil, Nohemi",11/1/21,New York
466,"Daredevil, Preston",11/1/21,Arizona
123,"Daredevil, Everett",11/1/21,Florida
149,"Daredevil, Fidel",11/1/21,Florida
354,"Daredevil, Kimber",11/1/21,Texas
991,"Daredevil, Cherie",11/1/21,New York; New Jersey
253,"Daredevil, Cherie",11/1/21,Florida
279,"Daredevil, Carmel",11/1/21,New York
458,"Daredevil, Alona",11/1/21,New York
458,"Daredevil, Everett",11/1/21,Florida
459,"Daredevil, Salena",10/1/21,New York
178,"Daredevil, Crissy",10/1/21,Florida; New York
383,"Daredevil, Cherie",10/1/21,Arizona; California; Pennsylvania
281,"Daredevil, Hyo",10/1/21,Connecticut
179,"Daredevil, Fernande",10/1/21,New York
409,"Dazzler, Corrie",10/1/21,New York
307,"Dazzler, Zoraida",10/1/21,New York
103,"Dazzler, Chester",10/1/21,New York
524,"Dazzler, Hyo",10/1/21,New York
309,"Dazzler, Randa",10/1/21,New York
28@,"Dazzler, Lela",10/1/21,New Jersey
289,"Dazzler, Kimber",3/1/21,New York
37@,"Dazzler, Lauryn",6/1/21,New York
805,"Dazzler, Marybelle",9/1/21,New York; Texas
235,"Dazzler, Lisha",10/1/21,New York
261,"Dazzler, Cherie",10/1/21,Florida
159,"Dazzler, Joella",11/1/21,Florida
58@,"Dazzler, Denisha",9/1/21,Florida; Rhode Island
237,"Dazzler, Kandra",8/1/21,Florida
391,"Dazzler, Laticia",7/1/21,Florida
443,"Dazzler, Lenore",5/1/21,Florida; Ohio
847,"Dazzler, Genie",11/1/21,Massachusetts
187,"Dazzler, Crissy",11/1/21,New York
110,"Dazzler, Lela",10/1/21,New Jersey
238,"Dazzler, Helene",3/1/21,New Jersey
239,"Dazzler, Emiko",6/1/21,New York
367,"Dazzler, Loraine",9/1/21,New York
856,"Dazzler, Felix",10/1/21,Texas
607,"Dazzler, Cora",10/1/21,Florida
112,"Dazzler, Elmo",11/1/21,New Jersey;New York
189,"Dazzler, Ching",9/1/21,Florida
291,"Dazzler, Felicita",8/1/21,Texas
138,"Dazzler, Jazmin",7/1/21,Florida
215,"Dazzler, Vina",5/1/21,New York
109,"Dazzler, Xiomara",11/1/21,Texas
318,"Dazzler, Moshe",11/1/21,Texas
190,"Dazzler, Eugenie",10/1/21,New York
884,"Dazzler, Jazmin",3/1/21,Florida
319,"Dazzler, Florrie",6/1/21,New York
422,"Dazzler, Lauryn",9/1/21,New York
294,"Dazzler, Wiley",10/1/21,New York
294,"Dazzler, Elene",10/1/21,Florida
116,"Dazzler, Ching",11/1/21,New York
912,"Dazzler, Margaretta",9/1/21,Florida
424,"Dazzler, Marvis",8/1/21,Florida
220,"Dazzler, Ian",7/1/21,Florida
195,"Dazzler, Theressa",5/1/21,Massachusetts
426,"Dazzler, Darius",11/1/21,New York
221,"Dazzler, Jaimee",11/1/21,Florida
222,"Dazzler, Milan",10/1/21,New York
701,"Dazzler, Lauryn",10/1/21,Arizona
198,"Dazzler, Crissy",10/1/21,Florida
224,"Dazzler, Denisha",10/1/21,Florida
378,"Dazzler, Xiomara",10/1/21,Texas
353,"Dazzler, Vina",10/1/21,New York; New Jersey
123,"Dazzler, Eugenie",1/1/21,Florida
456,"Dazzler, Denisha",6/1/21,New York
124,"Dazzler, Xiomara",2/1/21,New York
100,"Dazzler, Kandra",10/1/21,Florida
204,"Dazzler, Kimber",10/1/21,New York
256,"Deadpool, Lizabeth",11/1/21,Florida; New York
514,"Deadpool, Taren",9/1/21,Arizona; California; Pennsylvania
128,"Deadpool, Theressa",8/1/21,Connecticut
385,"Deadpool, Christi",7/1/21,New York
462,"Deadpool, Emiko",5/1/21,New York
528,"Deadpool, Chester",11/1/21,New York
274,"Deadpool, Carmon",11/1/21,New York
232,"Deadpool, Laticia",10/1/21,New York
181,"Deadpool, Lizabeth",2/1/21,New York
437,"Deadpool, Chester",4/1/21,New Jersey
207,"Deadpool, Xiomara",6/1/21,New York
439,"Deadpool, Christi",11/1/21,New York
413,"Deadpool, Latarsha",11/1/21,New York; Texas
336,"Deadpool, Dawn",11/1/21,New York
234,"Deadpool, Dorthy",11/1/21,Florida
389,"Deadpool, Vertie",11/1/21,Florida
107,"Deadpool, Chester",11/1/21,Florida; Rhode Island
261,"Deadpool, Jazmin",11/1/21,Florida
466,"Deadpool, Cherie",11/1/21,Florida
289,"Deadpool, Carmel",11/1/21,Florida; Ohio
81@,"Deadpool, Cherie",11/1/21,Massachusetts
110,"Deadpool, Florrie",10/1/21,New York
317,"Deadpool, Damaris",10/1/21,New Jersey
419,"Deadpool, Lauryn",10/1/21,New Jersey
101,"Deadpool, Hyo",10/1/21,New York
445,"Deadpool, Kasey",10/1/21,New York
317,"Deadpool, Kandra",10/1/21,Texas
874,"Deadpool, Felicita",10/1/21,Florida
164,"Deadpool, Jaimee",10/1/21,New Jersey;New York
165,"Deadpool, Theressa",10/1/21,Florida
268,"Deadpool, Ching",10/1/21,Texas
132,"Deadpool, Clayton",10/1/21,Florida
166,"Deadpool, Alona",3/1/21,New York
346,"Deadpool, Lela",6/1/21,Texas
475,"Deadpool, Elmo",9/1/21,Texas
915,"Deadpool, Bula",10/1/21,New York
220,"Deadpool, Cherie",10/1/21,Florida
348,"Deadpool, Torie",11/1/21,New York
349,"Deadpool, Lizabeth",9/1/21,New York
426,"Deadpool, Ching",8/1/21,New York
429,"Deadpool, Cherie",7/1/21,Florida
941,"Deadpool, Helene",5/1/21,New York
478,"Deadpool, Leonora",11/1/21,Florida
197,"Deadpool, Jerrold",11/1/21,Florida
445,"Deadpool, Ching",10/1/21,Florida
403,"Deadpool, Dorthy",3/1/21,Massachusetts
455,"Deadpool, Debra",6/1/21,New York
404,"Deadpool, Eugene",9/1/21,Florida
328,"Deadpool, Debra",10/1/21,New York
149,"Deadpool, Zoraida",10/1/21,Arizona
482,"Deadpool, Melani",11/1/21,Florida
224,"Deadpool, Kasey",9/1/21,Florida
150,"Deadpool, Lauryn",8/1/21,Texas
202,"Deadpool, Daniell",7/1/21,New York; New Jersey
752,"Deadpool, Annelle",5/1/21,Florida
306,"Deadpool, Jospeh",11/1/21,New York
256,"DoctorStrange, Leonore",11/1/21,New York
157,"DoctorStrange, Xiomara",10/1/21,Florida
182,"DoctorStrange, Elene",3/1/21,New York
362,"DoctorStrange, Ian",6/1/21,Florida; New York
298,"DoctorStrange, Delois",9/1/21,Arizona; California; Pennsylvania
161,"DoctorStrange, Kandra",10/1/21,Connecticut
468,"DoctorStrange, Millicent",10/1/21,New York
188,"DoctorStrange, Emiko",11/1/21,New York
137,"DoctorStrange, Yaeko",9/1/21,New York
444,"DoctorStrange, Lizabeth",8/1/21,New York
98@,"DoctorStrange, Anthony",7/1/21,New York
866,"DoctorStrange, Theressa",5/1/21,New York
368,"DoctorStrange, Cora",11/1/21,New Jersey
471,"DoctorStrange, Felicita",11/1/21,New York
267,"DoctorStrange, Eugene",10/1/21,New York
131,"DoctorStrange, Theressa",10/1/21,New York; Texas
646,"DoctorStrange, Berniece",10/1/21,New York
397,"DoctorStrange, Torie",10/1/21,Florida
372,"DoctorStrange, Crissy",10/1/21,Florida
423,"DoctorStrange, Jaimee",10/1/21,Florida; Rhode Island
142,"DoctorStrange, Nohemi",1/1/21,Florida
475,"DoctorStrange, Annelle",6/1/21,Florida
143,"DoctorStrange, Torie",2/1/21,Florida; Ohio
402,"DoctorStrange, Ronny",10/1/21,Massachusetts
428,"DoctorStrange, Gerard",10/1/21,New York
123,"DoctorStrange, Theressa",11/1/21,New Jersey
430,"DoctorStrange, Eugenie",9/1/21,New Jersey
405,"DoctorStrange, Jospeh",8/1/21,New York
475,"DoctorStrange, Lela",7/1/21,New York
150,"DoctorStrange, Theressa",5/1/21,Texas
382,"DoctorStrange, Denisha",11/1/21,Florida
203,"DoctorStrange, Emiko",11/1/21,New Jersey;New York
153,"DoctorStrange, Gerard",10/1/21,Florida
358,"Doom, Moshe",2/1/21,Texas
774,"Doom, Moshe",4/1/21,Florida
333,"Doom, Patrick",6/1/21,New York
103,"Doom, Denisha",11/1/21,Texas
282,"Doom, Millicent",11/1/21,Texas
130,"Doom, Moshe",11/1/21,New York
233,"Doom, Milan",11/1/21,Florida
258,"Doom, Vina",11/1/21,New York
182,"Doom, Vina",11/1/21,New York
183,"Doom, Salena",11/1/21,New York
234,"Doom, Florrie",11/1/21,Florida
414,"Doom, Fernande",11/1/21,New York
308,"Doom, Theressa",11/1/21,Florida
287,"Doom, Lela",10/1/21,Florida
339,"Doom, Marybelle",10/1/21,Florida
211,"Doom, Carmel",10/1/21,Massachusetts
580,"Doom, Vertie",10/1/21,New York
841,"Doom, Lenore",10/1/21,Florida
75@,"Doom, Coralee",10/1/21,New York
110,"Doom, Abram",10/1/21,Arizona
469,"Doom, Taren",10/1/21,Florida
136,"Doom, Preston",10/1/21,Florida
599,"Doom, Millicent",10/1/21,Texas
240,"Doom, Eugenie",10/1/21,New York; New Jersey
343,"Doom, Ian",3/1/21,Florida
621,"Doom, Torie",6/1/21,New York
215,"Doom, Melani",9/1/21,New York
294,"Doom, Preston",10/1/21,Florida
268,"Doom, Ian",10/1/21,New York
320,"Doom, Genie",11/1/21,Florida; New York
371,"Doom, Jazmin",9/1/21,Arizona; California; Pennsylvania
192,"Doom, Hyo",8/1/21,Connecticut
243,"Doom, Lien",7/1/21,New York
474,"Doom, Leonore",5/1/21,New York
397,"Doom, Olene",11/1/21,New York
295,"Doom, Cherie",11/1/21,New York
449,"Doom, Ching",10/1/21,New York
911,"Doom, Fernande",3/1/21,New York
475,"Doom, Lizabeth",6/1/21,New Jersey
142,"Doom, Ching",9/1/21,New York
169,"Doom, Leonora",10/1/21,New York
477,"Doom, Bula",10/1/21,New York; Texas
452,"Doom, Eugenie",11/1/21,New York
273,"Doom, Daniell",9/1/21,Florida
